Date Collected,Station Name,Total Snow Depth (in),Ave Snow Depth (in),Ave Water Content (in),Ave Density (percent),Method,Precip Reading       (in)
27-Dec-90,Tsaile I,95,19,4,21,TS,9.1
14-Jan-91,Tsaile I,136.5,27.3,7.3,27,TS,
31-Jan-91,Tsaile I,148,29.6,8.5,29,TS,13.38
14-Feb-91,Tsaile I,132.5,26.5,7.6,29,TS,13.12
28-Feb-91,Tsaile I,110,22,7.9,36,TS,13.79
14-Mar-91,Tsaile I,113,22.6,8.2,36,TS,15.83
28-Mar-91,Tsaile I,112.5,22.5,8.1,36,TS,17.11
27-Dec-90,Tsaile III,110,22,5,23,TS,8.15
15-Jan-90,Tsaile III,,,,,NST,
31-Jan-91,Tsaile III,166.5,33.3,10.1,30,TS,11.8
14-Feb-91,Tsaile III,152,30.4,9.5,31,TS,12.02
28-Feb-91,Tsaile III,139.5,27.9,8.8,32,TS,12.75
14-Mar-91,Tsaile III,155,31,10.6,34,TS,14.2
28-Mar-91,Tsaile III,159,31.8,10.9,34,TS,15.31
26-Dec-90,Whiskey Creek,129,25.8,6.7,26,TS,7.25
14-Jan-91,Whiskey Creek,172,34.4,10.8,31,TS,9.28
30-Jan-91,Whiskey Creek,184,36.8,11.4,31,TS,9.81
13-Feb-91,Whiskey Creek,175,35,11.5,33,TS,10.03
27-Feb-91,Whiskey Creek,162,32.4,11.1,34,TS,10.16
13-Mar-91,Whiskey Creek,191.5,38.3,12.8,33,TS,11.6
27-Mar-91,Whiskey Creek,217,43.4,14.1,32,TS,12.44
30-Mar-92,Beaver Spring,147.5,29.5,9.8,33,TS,18.2
09-Dec-91,Bowl Canyon,75.5,15.1,3.8,25,TS,8
02-Jan-92,Bowl Canyon,114,22.8,5.7,25,TS,10.05
14-Jan-92,Bowl Canyon,134,26.8,7,26,TS,11.5
28-Jan-92,Bowl Canyon,130,26,6.9,27,TS,10.45
14-Feb-92,Bowl Canyon,,,,,NST,
27-Feb-92,Bowl Canyon,155.5,31.1,6.9,22,TS,12.4
01-Mar-92,Bowl Canyon,142,28.4,8,28,TS,14.9
12-Mar-92,Bowl Canyon,165.5,33.1,9.1,27,TS,13.5
30-Mar-92,Bowl Canyon,142,28.4,8,28,TS,14.9
02-Jan-92,Fluted Rock,70,14,3,21,TS,
15-Jan-92,Fluted Rock,86,17.2,5.4,31,TS,
28-Jan-92,Fluted Rock,79.5,15.9,4.2,26,TS,
11-Feb-92,Fluted Rock,100,20,5,25,TS,
27-Feb-92,Fluted Rock,84,16.8,4.6,27,TS,
11-Mar-92,Fluted Rock,84.5,16.9,4.8,28,TS,
30-Mar-92,Fluted Rock,16.5,3.3,1.2,36,TS,
30-Dec-91,Hidden Valley,107.5,21.5,4.9,23,TS,8.8
13-Jan-92,Hidden Valley,131.5,26.3,6.5,25,TS,9.61
30-Jan-92,Hidden Valley,122,24.4,6.6,27,TS,9.75
14-Feb-92,Hidden Valley,,,,,NST,
27-Feb-92,Hidden Valley,159,31.8,9.2,29,TS,11.48
13-Mar-92,Hidden Valley,153,30.6,8.9,29,TS,12.1
30-Mar-92,Hidden Valley,120,24,7.4,31,TS,12.67
02-Jan-92,Missionary Spring,65.5,13.1,3.7,28,TS,9.2
16-Jan-92,Missionary Spring,88,17.6,5.8,33,TS,
28-Jan-92,Missionary Spring,87.5,17.5,5,29,TS,
12-Feb-92,Missionary Spring,103,20.6,5.4,26,TS,
27-Feb-92,Missionary Spring,82.5,16.5,5.5,33,TS,10.9
12-Mar-92,Missionary Spring,41.5,8.3,3.5,42,TS,11.5
30-Mar-92,Missionary Spring,0,0,0,0,NSM,12.35
03-Jan-92,Tsaile I,,,,,NST,
13-Jan-92,Tsaile I,137.5,27.5,6.6,24,TS,13.82
02-Jan-92,Arbab's Forest,75,15,3.4,23,TS,
16-Jan-92,Arbab's Forest,80,16,4.6,29,TS,
28-Jan-92,Arbab's Forest,78,15.6,3.8,24,TS,
11-Feb-92,Arbab's Forest,79.5,15.9,3.9,25,TS,
27-Feb-92,Arbab's Forest,53,10.6,3,28,TS,
11-Mar-92,Arbab's Forest,24.5,4.9,1.6,33,TS,
30-Mar-92,Arbab's Forest,0,0,0,0,NSM,
30-Dec-91,Beaver Spring,122.5,24.5,5.7,23,TS,11.41
13-Jan-92,Beaver Spring,152.5,30.5,7.5,25,TS,13.1
29-Jan-92,Beaver Spring,132.5,26.5,7.7,29,TS,13.08
14-Feb-92,Beaver Spring,,,,,NST,
26-Feb-92,Beaver Spring,172,34.4,10.4,30,TS,15.9
01-Mar-92,Beaver Spring,147.5,29.5,9.8,33,TS,18.2
13-Mar-92,Beaver Spring,158,31.6,10.3,33,TS,16.87
29-Jan-92,Tsaile I,119.5,23.9,6.4,27,TS,13.59
11-Feb-92,Tsaile I,135.5,27.1,6,22,TS,14.4
26-Feb-92,Tsaile I,154,30.8,8.5,28,TS,16.29
12-Mar-92,Tsaile I,120.5,24.1,7.3,30,TS,17.31
30-Mar-92,Tsaile I,,,,,NST,
03-Jan-92,Tsaile III,,,,,NST,
13-Jan-92,Tsaile III,166,33.2,7.9,24,TS,13.5
29-Jan-92,Tsaile III,138,27.6,7.8,28,TS,13.51
11-Feb-92,Tsaile III,172.5,34.5,8.5,25,TS,14.25
26-Feb-92,Tsaile III,173,34.6,10.2,29,TS,15.69
12-Mar-92,Tsaile III,160.5,32.1,10.4,32,TS,16.71
30-Mar-92,Tsaile III,121.5,24.3,8.6,35,TS,17.93
30-Dec-91,Whiskey Creek,103,20.6,5.3,26,TS,9.79
13-Jan-92,Whiskey Creek,123.5,24.7,6.2,25,TS,10.5
30-Jan-92,Whiskey Creek,111.5,22.3,6.3,28,TS,10.59
14-Feb-92,Whiskey Creek,,,,,NST,
27-Feb-92,Whiskey Creek,152.5,30.5,8.6,28,TS,13.62
13-Mar-92,Whiskey Creek,156.5,31.3,9.2,29,TS,14.49
30-Mar-92,Whiskey Creek,134,26.8,8.7,32,TS,14.37
02-Jan-92,White Clay,51,10.2,2.5,24,TS,
13-Jan-92,White Clay,70,14,4.4,31,TS,
21-Jan-92,White Clay,66,13.2,3,23,TS,
24-Jan-92,White Clay,61,12.2,3.1,25,TS,
09-Feb-92,White Clay,69.5,13.9,3.3,24,TS,
27-Feb-92,White Clay,42.5,8.5,2.8,33,TS,
11-Mar-92,White Clay,11.5,2.3,0.8,35,BS,
01-Apr-92,White Clay,,,,,NST,
08-Jan-92,Wind Rock Valley,72,14.4,4,28,TS,8.3
15-Jan-92,Wind Rock Valley,,,,,NST,
29-Jan-92,Wind Rock Valley,54,10.8,3.4,31,TS,
20-Feb-92,Wind Rock Valley,73,14.6,4.3,29,TS,9.7
01-Mar-92,Wind Rock Valley,,,,,NST,
15-Mar-92,Wind Rock Valley,,,,,NST,
25-Mar-92,Wind Rock Valley,0,0,0,0,NSM,
27-Dec-92,Arbab's Forest,42.5,8.5,1.8,21,TS,
13-Jan-93,Arbab's Forest,70,14,2.8,20,TS,
27-Jan-93,Arbab's Forest,67.5,13.5,4.2,31,TS,
11-Feb-93,Arbab's Forest,71,14.2,4.2,30,TS,
24-Feb-93,Arbab's Forest,53,10.6,2.8,26,TS,
12-Mar-93,Arbab's Forest,39,7.8,2.6,33,TS,
29-Mar-93,Arbab's Forest,0,0,0,0,NSM, 
31-Dec-92,Beaver Spring,91.5,18.3,5.4,30,TS,8.35
15-Jan-93,Beaver Spring,,,,,NST,
28-Jan-93,Beaver Spring,218.5,43.7,13.1,30,TS,16.4
10-Feb-93,Beaver Spring,254,50.8,14.4,28,TS,
24-Feb-93,Beaver Spring,276.5,55.3,16.3,29,TS,6.25
10-Mar-93,Beaver Spring,233,46.6,16.8,36,TS,6.87
30-Mar-93,Beaver Spring,170.5,34.1,13.4,39,TS,7.8
29-Dec-92,Bowl Canyon,84.5,16.9,4.2,25,TS,10
15-Jan-93,Bowl Canyon,,,,,NST,
20-Jan-93,Bowl Canyon,231,46.2,11.6,25,TS,16.6
28-Jan-93,Bowl Canyon,200,40,12.6,32,TS,16.7
11-Feb-93,Bowl Canyon,230,46,12.6,27,TS,2.7
25-Feb-93,Bowl Canyon,248.5,49.7,15.1,30,TS,4.6
10-Mar-93,Bowl Canyon,215,43,14.6,34,TS,5.5
29-Mar-93,Bowl Canyon,165.5,33.1,12.1,37,TS,6.6
29-Dec-92,Fluted Rock,34,6.8,1.6,24,TS,
12-Jan-93,Fluted Rock,71,14.2,3.9,27,TS,
27-Jan-93,Fluted Rock,77.5,15.5,4.8,31,TS,13.53
11-Feb-93,Fluted Rock,90.5,18.1,5.8,32,TS,
24-Feb-93,Fluted Rock,92.5,18.5,6,32,TS,
11-Mar-93,Fluted Rock,83.5,16.7,5.8,35,TS,
29-Mar-93,Fluted Rock,9.5,1.9,0.5,26,BS,
31-Dec-92,Hidden Valley,58.5,11.7,3.3,28,TS,8.35
15-Jan-93,Hidden Valley,,,,,NST,
27-Jan-93,Hidden Valley,180.5,36.1,10.5,29,TS,12.2
11-Feb-93,Hidden Valley,197.5,39.5,11.9,30,TS,5.2
25-Feb-93,Hidden Valley,214,42.8,13.3,31,TS,6.57
10-Mar-93,Hidden Valley,200.5,40.1,13.6,34,TS,6.9
30-Mar-93,Hidden Valley,131.5,26.3,11.7,44,TS,7.5
29-Dec-92,Missionary Spring,39.5,7.9,1.8,23,BS,7.6
12-Jan-93,Missionary Spring,92,18.4,5.4,29,TS,10.6
28-Jan-93,Missionary Spring,107.5,21.5,7.1,33,TS,
12-Feb-93,Missionary Spring,108.5,21.7,7.1,33,TS,
24-Feb-93,Missionary Spring,115.5,23.1,8.2,35,TS,14.8
12-Mar-93,Missionary Spring,90.5,18.1,7,39,TS,15.2
29-Mar-93,Missionary Spring,0,0,0,0,NSM,15.6
30-Dec-92,Tsaile I,68,13.6,3.5,26,TS,10.3
14-Jan-93,Tsaile I,127,25.4,6.5,26,TS,14.54
28-Jan-93,Tsaile I,150,30,8.5,28,TS,16.9
10-Feb-93,Tsaile I,174,34.8,9.1,26,TS,3.65
24-Feb-93,Tsaile I,178,35.6,10.8,30,TS,5.7
10-Mar-93,Tsaile I,151.5,30.3,10.4,34,TS,6.6
30-Mar-93,Tsaile I,79,15.8,6.9,44,TS,7.4
30-Dec-92,Tsaile III,84,16.8,4.2,25,TS,7.35
14-Jan-93,Tsaile III,213.5,42.7,10.6,25,TS,12.55
28-Jan-93,Tsaile III,225,45,13.5,30,TS,15.2
10-Feb-93,Tsaile III,262.5,52.5,14.3,27,TS,3.09
24-Feb-93,Tsaile III,264.5,52.9,15.4,29,TS,4.61
11-Mar-93,Tsaile III,229,45.8,15,33,TS,5.19
30-Mar-93,Tsaile III,158,31.6,14.4,46,TS,6.1
31-Dec-92,Whiskey Creek,82,16.4,4.6,28,TS,6.9
13-Jan-93,Whiskey Creek,193.5,38.7,10,26,TS,9.8
28-Jan-93,Whiskey Creek,208.5,41.7,12.1,29,TS,12
11-Feb-93,Whiskey Creek,234,46.8,13.1,28,TS,3.69
25-Feb-93,Whiskey Creek,263.5,52.7,15.4,29,TS,4.57
10-Mar-93,Whiskey Creek,228,45.6,15.8,35,TS,5
31-Mar-93,Whiskey Creek,147.5,29.5,12.2,41,TS,5.5
29-Dec-92,White Clay,33,6.6,1.9,29,TS,
15-Jan-93,White Clay,,,,,NST,
27-Jan-93,White Clay,70,14,4.6,33,TS,
11-Feb-93,White Clay,70.5,14.1,4.4,31,TS,
16-Feb-93,White Clay,86.5,17.3,5.4,31,TS,
24-Feb-93,White Clay,68.5,13.7,4.8,35,TS,
11-Mar-93,White Clay,43.5,8.7,3.6,41,TS,5.7
01-Apr-93,White Clay,,,,,NST,
05-Jan-93,Wind Rock Valley,0,0,0,0,NSM,5.95
15-Jan-93,Wind Rock Valley,,,,,NST,
01-Feb-93,Wind Rock Valley,,,,,NST,
15-Feb-93,Wind Rock Valley,,,,,NST,
01-Mar-93,Wind Rock Valley,,,,,NST,
15-Mar-93,Wind Rock Valley,,,,,NST,
01-Apr-93,Wind Rock Valley,,,,,NST,
29-Dec-93,Arbab's Forest,0,0,0,0,NSM,
13-Jan-94,Arbab's Forest,0,0,0,0,NSM,
31-Jan-94,Arbab's Forest,24.5,4.9,0.4,8,BS,
14-Feb-94,Arbab's Forest,37.5,7.5,1.4,19,BS,
28-Feb-94,Arbab's Forest,25,5,1.5,30,BS,
14-Mar-94,Arbab's Forest,0,0,0,0,NSM,
01-Apr-94,Arbab's Forest,,,,,NST,
28-Dec-93,Beaver Spring,57.5,11.5,2.7,23,TS,9.5
12-Jan-94,Beaver Spring,58.5,11.7,3,26,TS,9.6
31-Jan-94,Beaver Spring,88,17.6,3.6,21,TS,
14-Feb-94,Beaver Spring,127,25.4,6.8,27,TS,
28-Feb-94,Beaver Spring,165,33,8.4,25,TS,13.79
12-Mar-94,Beaver Spring,120,24,8.5,35,TS,14.71
01-Apr-94,Beaver Spring,,,,,NST,
28-Dec-93,Bowl Canyon,55,11,2.8,25,TS,7.8
12-Jan-94,Bowl Canyon,53,10.6,2.9,27,TS,
31-Jan-94,Bowl Canyon,99.5,19.9,4.6,23,TS,
15-Feb-94,Bowl Canyon,124,24.8,6.8,27,TS,
01-Mar-94,Bowl Canyon,141.5,28.3,8.4,30,TS,12.1
15-Mar-94,Bowl Canyon,138,27.6,10.2,37,TS,13.2
01-Apr-94,Bowl Canyon,,,,,NST,
29-Dec-93,Fluted Rock,15.5,3.1,0.4,13,BS,
13-Jan-94,Fluted Rock,14.5,2.9,0.6,21,BS,
31-Jan-94,Fluted Rock,24,4.8,0.5,10,BS,
14-Feb-94,Fluted Rock,43.5,8.7,1.6,18,BS,6.5
28-Feb-94,Fluted Rock,47.5,9.5,2.2,23,TS,
14-Mar-94,Fluted Rock,10.5,2.1,0.8,38,BS,
01-Apr-94,Fluted Rock,,,,,NST,
28-Dec-93,Hidden Valley,36.5,7.3,1.8,25,TS,6.88
13-Jan-94,Hidden Valley,32.5,6.5,1.4,22,BS,6.91
01-Feb-94,Hidden Valley,53.5,10.7,1.8,16,TS,7.35
15-Feb-94,Hidden Valley,91.5,18.3,4.9,27,TS,
01-Mar-94,Hidden Valley,106.5,21.3,6,28,TS,9.78
15-Mar-94,Hidden Valley,87,17.4,5.9,34,TS,9.61
01-Apr-94,Hidden Valley,,,,,NST,
28-Dec-93,Missionary Spring,20.5,4.1,0.8,20,BS,7.8
12-Jan-94,Missionary Spring,0,0,0,0,NSM,
31-Jan-94,Missionary Spring,43.5,8.7,1,11.8,TS,8.8
15-Feb-94,Missionary Spring,63,12.6,3.4,27,TS,9.8
01-Mar-94,Missionary Spring,58,11.6,4.8,41,TS,11
15-Mar-94,Missionary Spring,0,0,0,0,NSM,
01-Apr-94,Missionary Spring,,,,,NST,
29-Dec-93,Tsaile I,31,6.2,1.1,18,BS,
12-Jan-94,Tsaile I,32,6.4,1.2,19,BS,5.8
31-Jan-94,Tsaile I,57.5,11.5,1.8,16,TS,6.86
14-Feb-94,Tsaile I,97.5,19.5,4.7,24,TS,
28-Feb-94,Tsaile I,126,25.2,5.9,23,TS,10.8
14-Mar-94,Tsaile I,75,15,6.5,43,TS,11.42
01-Apr-94,Tsaile I,,,,,NST,
29-Dec-93,Tsaile III,58.5,11.7,2.7,23,TS,8.1
12-Jan-94,Tsaile III,60,12,2.9,24,BS,8.09
31-Jan-94,Tsaile III,99.5,19.9,4,21,TS,9.2
14-Feb-94,Tsaile III,143.5,28.7,7,24,TS,
28-Feb-94,Tsaile III,189,37.8,8.8,23,TS,12.99
14-Mar-94,Tsaile III,129.5,25.9,8.9,34,TS,13.65
01-Apr-94,Tsaile III,,,,,NST,
28-Dec-93,Whiskey Creek,53.5,10.7,2.4,22,TS,8.89
13-Jan-94,Whiskey Creek,53.5,10.7,2.5,23,BS,8.2
01-Feb-94,Whiskey Creek,85.5,17.1,3.8,22,TS,9
15-Feb-94,Whiskey Creek,130.5,26.1,6.9,26,TS,
01-Mar-94,Whiskey Creek,154.5,30.9,8.8,28,TS,11.02
15-Mar-94,Whiskey Creek,133.5,26.7,8.7,33,TS,11.92
01-Apr-94,Whiskey Creek,,,,,NST,
29-Dec-93,White Clay,16.5,3.3,0.4,12,BS,
13-Jan-94,White Clay,15,3,0.6,20,BS,
31-Jan-94,White Clay,22,4.4,0.6,14,BS,5.9
14-Feb-94,White Clay,39.5,7.9,1.4,18,BS,
28-Feb-94,White Clay,35,7,1.6,23,BS,7.3
14-Mar-94,White Clay,0,0,0,0,NSM,
29-Mar-94,White Clay,0,0,0,0,NSM,8
28-Dec-94,Arbab's Forest,0,0,0,0,NSM,
11-Jan-95,Arbab's Forest,50.5,10.1,1.8,18,TS,
30-Jan-95,Arbab's Forest,72.5,14.5,4.2,29,TS,
15-Feb-95,Arbab's Forest,,,,,NST,
27-Feb-95,Arbab's Forest,0,0,0,0,NSM,
14-Mar-95,Arbab's Forest,0,0,0,0,NSM,
29-Mar-95,Arbab's Forest,0,0,0,0,NSM,
29-Dec-94,Beaver Spring,84.5,16.9,4.9,29,TS,9.2
12-Jan-95,Beaver Spring,203.5,40.7,9.3,23,TS,
30-Jan-95,Beaver Spring,217,43.4,12,28,TS,
13-Feb-95,Beaver Spring,176.5,35.3,11.2,32,TS,14.7
27-Feb-95,Beaver Spring,167,33.4,11.5,34,TS,15.99
14-Mar-95,Beaver Spring,208.5,41.7,15.2,36,TS,18.81
30-Mar-95,Beaver Spring,170.5,34.1,12.7,37,TS,
28-Dec-94,Bowl Canyon,73,14.6,2.2,15,TS,2.4
12-Jan-95,Bowl Canyon,180,36,7.7,21,TS,6.2
31-Jan-95,Bowl Canyon,188,37.6,10,27,TS,7.9
14-Feb-95,Bowl Canyon,168,33.6,9.6,29,TS,8.3
27-Feb-95,Bowl Canyon,174,34.8,10,29,TS,
15-Mar-95,Bowl Canyon,201.5,40.3,13.9,35,TS,
29-Mar-95,Bowl Canyon,147.5,29.5,11,37,TS,13.8
28-Dec-94,Fluted Rock,6.5,1.3,0.4,31,BS,
11-Jan-95,Fluted Rock,69,13.8,3.3,24,TS,
30-Jan-95,Fluted Rock,110,22,6,27,TS,6.2
15-Feb-95,Fluted Rock,,,,,NST,
28-Feb-95,Fluted Rock,40,8,3.4,43,TS,
14-Mar-95,Fluted Rock,0,0,0,0,NSM,
29-Mar-95,Fluted Rock,0,0,0,0,NSM,
29-Dec-94,Hidden Valley,51.5,10.3,3.5,34,TS,7.5
11-Jan-95,Hidden Valley,141,28.2,6.6,23,TS,
31-Jan-95,Hidden Valley,172.5,34.5,10.2,30,TS,
14-Feb-95,Hidden Valley,152.5,30.5,9.3,30,TS,9.85
28-Feb-95,Hidden Valley,144,28.8,9.8,34,TS,10.91
14-Mar-95,Hidden Valley,161.5,32.3,13.2,41,TS,13.99
29-Mar-95,Hidden Valley,122.5,24.5,9.9,40,TS,14.15
28-Dec-94,Missionary Spring,10.5,2.1,0.5,24,BS,
12-Jan-95,Missionary Spring,82.5,16.5,4.3,26,TS,
31-Jan-95,Missionary Spring,100.5,20.1,6,30,TS,
14-Feb-95,Missionary Spring,76.5,15.3,5.4,35,TS,
27-Feb-95,Missionary Spring,38,7.6,3.4,45,BS,
14-Mar-95,Missionary Spring,0,0,0,0,NSM,
29-Mar-95,Missionary Spring,0,0,0,0,NSM,
29-Dec-94,Tsaile I,35.5,7.1,2.5,35,TS,
12-Jan-95,Tsaile I,157,31.4,7.3,23,TS,
30-Jan-95,Tsaile I,170,34,9.4,28,TS,
13-Feb-95,Tsaile I,131,26.2,8.4,32,TS,15.53
27-Feb-95,Tsaile I,119,23.8,9.3,39,TS,17.34
14-Mar-95,Tsaile I,134.5,26.9,11.2,42,TS,21.9
30-Mar-95,Tsaile I,76,15.2,5.9,39,TS,23
29-Dec-94,Tsaile III,72,14.4,4.2,29,BS,7.9
12-Jan-95,Tsaile III,195,39,8.6,22,TS,
30-Jan-95,Tsaile III,213.5,42.7,11.4,27,TS,
13-Feb-95,Tsaile III,171.5,34.3,10.5,31,TS,13.29
27-Feb-95,Tsaile III,167,33.4,10.9,33,TS,14.2
14-Mar-95,Tsaile III,207,41.4,14.7,36,TS,18.95
30-Mar-95,Tsaile III,162,32.4,11.7,36,TS,19.28
28-Dec-94,Whiskey Creek,74,14.8,3.8,26,TS,8.1
11-Jan-95,Whiskey Creek,171.5,34.3,8,23,TS,
31-Jan-95,Whiskey Creek,196,39.2,11.3,29,TS,
14-Feb-95,Whiskey Creek,166.5,33.3,10.1,30,TS,11.87
28-Feb-95,Whiskey Creek,161,32.2,10.6,33,TS,12.65
14-Mar-95,Whiskey Creek,194,38.8,14.1,36,TS,15.3
29-Mar-95,Whiskey Creek,149,29.8,11.3,38,TS,15.38
28-Dec-94,White Clay,0,0,0,0,NSM,
09-Jan-95,White Clay,70,14,2.2,16,TS,5.1
23-Jan-95,White Clay,72,14.4,3.2,22,TS,
30-Jan-95,White Clay,85.5,17.1,4.2,25,TS,
15-Feb-95,White Clay,,,,,NST,
28-Feb-95,White Clay,0,0,0,0,NSM,
15-Mar-95,White Clay,,,,,NST,
29-Mar-95,White Clay,0,0,0,0,NSM,
04-Jan-95,Wind Rock Valley,28.5,5.7,1.4,25,BS,
15-Jan-95,Wind Rock Valley,,,,,NST,
01-Feb-95,Wind Rock Valley,,,,,NST,
15-Feb-95,Wind Rock Valley,,,,,NST,
01-Mar-95,Wind Rock Valley,,,,,NST,
15-Mar-95,Wind Rock Valley,,,,,NST,
01-Apr-95,Wind Rock Valley,,,,,NST,
27-Dec-95,Arbab's Forest,36,7.2,2,28,TS,
16-Jan-96,Arbab's Forest,22.5,4.5,0.8,18,BS,
31-Jan-96,Arbab's Forest,23,4.6,1.2,26,BS,
14-Feb-96,Arbab's Forest,0,0,0,0,NSM,
28-Feb-96,Arbab's Forest,16.5,3.3,0.4,12,BS,
13-Mar-96,Arbab's Forest,0,0,0,0,NSM,
01-Apr-96,Arbab's Forest,0,0,0,0,NSM,
28-Dec-95,Beaver Spring,30,6,0.91,15,BS,4.21
11-Jan-96,Beaver Spring,32,6.4,1.2,19,BS,4.71
01-Feb-96,Beaver Spring,,,,,NST,
14-Feb-96,Beaver Spring,71.5,14.3,4.6,32,TS,7.8
29-Feb-96,Beaver Spring,104.5,20.9,5,24,TS,
14-Mar-96,Beaver Spring,75,15,5.4,36,TS,
28-Mar-96,Beaver Spring,28.5,5.7,2,35,BS,
27-Dec-95,Bowl Canyon,39,7.8,5.5,14,BS,5.1
16-Jan-96,Bowl Canyon,39,7.8,1.6,21,BS,5.2
31-Jan-96,Bowl Canyon,79,15.8,3.8,24,TS,
15-Feb-96,Bowl Canyon,74,14.8,4.4,31,TS,7.3
28-Feb-96,Bowl Canyon,76,15.2,3.9,26,TS,
13-Mar-96,Bowl Canyon,66.5,13.3,3.9,29,TS,
01-Apr-96,Bowl Canyon,0,0,0,0,NSM,
27-Dec-95,Fluted Rock,29.5,5.9,0.8,14,BS,
16-Jan-96,Fluted Rock,22,4.4,1.2,27,BS,
31-Jan-96,Fluted Rock,33,6.6,1.8,27,BS,
14-Feb-96,Fluted Rock,0,0,0,0,NSM,
28-Feb-96,Fluted Rock,27.5,5.5,0.8,15,BS,
13-Mar-96,Fluted Rock,0,0,0,0,NSM,
01-Apr-96,Fluted Rock,0,0,0,0,NSM,
28-Dec-95,Hidden Valley,27,5.4,0.6,11,BS,4.49
11-Jan-96,Hidden Valley,26,5.2,0.9,17,BS,4.68
01-Feb-96,Hidden Valley,71,14.2,2.9,20,TS,5.81
15-Feb-96,Hidden Valley,52.5,10.5,3.9,37,TS,6.1
29-Feb-96,Hidden Valley,39,7.8,1.3,17,BS,6.59
13-Mar-96,Hidden Valley,15.5,3.1,0.5,16,BS,
28-Mar-96,Hidden Valley,0,0,0,0,NSM,
27-Dec-95,Missionary Spring,35.5,7.1,1.1,15,BS,
16-Jan-96,Missionary Spring,21,4.2,1.2,29,BS,
30-Jan-96,Missionary Spring,35,7,2.1,30,BS,5.6
14-Feb-96,Missionary Spring,0,0,0,0,NSM,
28-Feb-96,Missionary Spring,28.5,5.7,0.8,14,BS,7.3
13-Mar-96,Missionary Spring,0,0,0,0,NSM,7.35
29-Mar-96,Missionary Spring,49,9.8,3.8,39,,
01-Apr-96,Missionary Spring,0,0,0,0,NSM,
28-Dec-95,Tsaile I,22.5,4.5,0.6,13,BS,4.4
11-Jan-96,Tsaile I,25.5,5.1,0.8,16,BS,
31-Jan-96,Tsaile I,53,10.6,2.4,23,TS,
14-Feb-96,Tsaile I,47,9.4,2.9,31,BS,
28-Feb-96,Tsaile I,44,8.8,1,11,BS,
13-Mar-96,Tsaile I,16.5,3.3,0.7,21,BS,
28-Mar-96,Tsaile I,0,0,0,0,NSM,
28-Dec-95,Tsaile IA,28,5.6,0.7,13,BS,4.4
11-Jan-96,Tsaile IA,35.5,7.1,1,14,BS,5.1
31-Jan-96,Tsaile IA,82,16.4,3.4,21,TS,6.83
14-Feb-96,Tsaile IA,96,19.2,4.9,26,TS,8.35
28-Feb-96,Tsaile IA,126,25.2,6.1,24,TS,
13-Mar-96,Tsaile IA,96.5,19.3,5.9,31,TS,
28-Mar-96,Tsaile IA,49,9.8,3.5,36,BS,10.75
28-Dec-95,Tsaile III,29.5,5.9,0.9,15,BS,4.75
11-Jan-96,Tsaile III,33.5,6.7,1.2,18,BS,5.23
31-Jan-96,Tsaile III,84,16.8,3.3,20,TS,6.7
14-Feb-96,Tsaile III,88.5,17.7,5.6,32,TS,8.8
28-Feb-96,Tsaile III,121,24.2,6.3,26,TS,9.4
14-Mar-96,Tsaile III,77.5,15.5,5.8,38,TS,10.19
28-Mar-96,Tsaile III,26,5.2,1.8,35,BS,
28-Dec-95,Whiskey Creek,36.5,7.3,1.1,15,BS,3.91
16-Jan-96,Whiskey Creek,33.5,6.7,1.4,21,BS,4.1
01-Feb-96,Whiskey Creek,106,21.2,5,24,TS,5.42
15-Feb-96,Whiskey Creek,83.5,16.7,5.6,34,TS,
29-Feb-96,Whiskey Creek,98.5,19.7,5.1,26,TS,6.4
14-Mar-96,Whiskey Creek,72.5,14.5,5.6,39,TS,
29-Mar-96,Whiskey Creek,49,9.8,3.8,39,BS,
27-Dec-95,White Clay,16.5,3.3,0.6,18,BS,
16-Jan-96,White Clay,0,0,0,0,NSM,
31-Jan-96,White Clay,30.5,6.1,1.6,26,BS,
15-Feb-96,White Clay,,,,,NST,
28-Feb-96,White Clay,25.5,5.1,0.6,12,BS,
15-Mar-96,White Clay,,,,,NST,
01-Apr-96,White Clay,,,,,NST,
01-Jan-96,Wind Rock Valley,,,,,NST,
18-Jan-96,Wind Rock Valley,33.5,6.7,1.6,24,BS,4.4
01-Feb-95,Wind Rock Valley,,,,,NST,
15-Feb-95,Wind Rock Valley,,,,,NST,
01-Mar-95,Wind Rock Valley,,,,,NST,
15-Mar-95,Wind Rock Valley,,,,,NST,
01-Apr-95,Wind Rock Valley,,,,,NST,
30-Dec-96,Arbab's Forest,0,0,0,0,NSM,
21-Jan-97,Arbab's Forest,74.5,14.9,3.8,26,TS,
30-Jan-97,Arbab's Forest,72.5,14.5,4.3,30,TS,
13-Feb-97,Arbab's Forest,78,15.6,3.2,21,TS,
27-Feb-97,Arbab's Forest,60,12,3.8,32,TS,
14-Mar-97,Arbab's Forest,35,7,2.4,34,BS,
31-Mar-97,Arbab's Forest,0,0,0,0,NSM,
30-Dec-96,Beaver Spring,83.5,16.7,4.7,28,TS,10.13
15-Jan-97,Beaver Spring,,,,,NST,
29-Jan-97,Beaver Spring,209.5,41.9,11.7,28,TS,
12-Feb-97,Beaver Spring,189.5,37.9,12.4,33,TS,14.4
26-Feb-97,Beaver Spring,193,38.6,12.9,33,TS,14.7
13-Mar-97,Beaver Spring,182.5,36.5,13.9,38,TS,16.9
